,PLAYER_ID,GP,MIN,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,REB,AST,STL,BLK,PTS
198,76108,77,35.0,4.7,0.43,,,2.4,0.71,4.7,4.2,,,11.7
199,76109,4,2.5,0.5,0.333,,,0.0,,0.8,0.3,0.0,0.0,1.0
200,76110,67,,2.6,0.349,,,1.3,0.698,,2.1,,,6.5
201,76111,58,,2.1,0.283,,,0.8,0.595,,0.9,,,5.1
202,76112,73,16.8,1.7,0.437,,,0.6,0.719,1.8,2.4,0.7,0.2,3.9
203,76113,31,4.7,0.8,0.403,,,0.4,0.846,0.6,0.9,,,2.0
204,2857,27,11.6,0.7,0.29,0.3,0.243,0.3,0.7,0.7,1.6,0.5,0.0,2.1
205,76114,59,10.9,1.0,0.314,,,0.2,0.56,1.7,0.9,,,2.3
206,2853,8,5.6,0.6,0.313,0.0,0.0,0.4,0.75,1.3,0.0,0.0,0.0,1.6
207,344,81,20.1,3.7,0.405,1.2,0.399,1.1,0.809,1.6,2.5,0.7,0.0,9.7
208,699,79,24.0,3.6,0.474,1.6,0.416,1.4,0.81,2.1,2.9,1.2,0.3,10.1
209,1003,27,9.5,0.7,0.474,0.3,0.429,0.4,0.846,1.3,1.8,0.4,0.0,2.1
210,468,47,11.7,1.6,0.369,0.4,0.333,0.7,0.673,0.9,1.4,0.7,0.1,4.4
211,600013,80,37.4,9.3,0.439,,,7.1,0.862,10.6,2.2,,,25.7
212,76117,2,0.0,0.5,0.25,,,1.0,0.667,0.0,0.0,,,2.0
213,76118,38,4.3,0.4,0.254,,,0.1,0.8,1.6,0.1,,,0.9
214,203115,73,12.2,1.6,0.382,0.1,0.138,0.7,0.769,2.0,0.8,0.5,0.1,4.0
215,101188,19,7.4,0.8,0.405,0.1,0.143,0.4,0.8,1.5,0.4,0.5,0.1,2.1
216,76119,21,5.0,0.4,0.308,,,0.5,0.625,1.3,0.1,0.3,0.2,1.2
217,101138,29,9.3,1.0,0.4,0.0,0.0,0.4,0.632,2.3,0.1,0.1,0.2,2.3
218,76120,76,32.1,3.9,0.396,,,1.3,0.571,8.4,1.4,1.3,0.7,9.0
219,1766,16,6.5,0.9,0.6,0.0,0.0,0.6,0.833,1.4,0.0,0.3,0.7,2.5
220,2370,27,15.1,2.0,0.402,0.1,0.333,1.1,0.784,3.6,0.8,0.4,0.2,5.1
221,76121,16,14.7,4.5,0.493,0.5,0.421,1.8,0.718,1.8,1.9,0.9,0.1,11.3
222,101212,57,8.7,0.6,0.425,0.0,0.0,0.6,0.623,2.5,0.1,0.3,0.2,1.8
223,2471,75,16.7,2.6,0.422,0.2,0.222,0.9,0.784,3.4,0.7,0.6,0.2,6.4
224,1499,65,23.2,3.6,0.446,0.0,0.214,1.1,0.702,5.4,0.9,0.8,1.1,8.4
225,2203,78,39.7,5.3,0.429,1.3,0.373,2.5,0.7,5.4,2.8,1.6,1.0,14.4
226,174,64,10.0,1.6,0.455,0.0,0.0,1.2,0.728,1.0,1.2,0.4,0.0,4.3
227,76123,59,12.4,1.6,0.547,0.0,0.25,0.9,0.671,2.1,0.6,0.6,0.2,4.1
228,76124,54,10.3,1.6,0.445,0.0,0.0,0.1,0.471,2.2,0.5,0.3,0.2,3.3
229,201587,79,18.4,2.0,0.446,0.8,0.369,0.5,0.808,2.8,0.9,0.6,0.5,5.4
230,76125,3,4.3,1.0,0.273,,,0.0,,1.3,0.0,,,2.0
231,76126,45,,5.7,0.298,,,2.7,0.776,,1.2,,,14.0
232,2437,55,12.4,1.7,0.466,0.0,0.0,1.3,0.68,3.0,0.3,0.2,0.4,4.8
233,201573,53,12.4,1.3,0.365,0.1,0.259,1.6,0.806,1.1,1.5,0.3,0.0,4.3
234,76127,70,40.8,8.6,0.408,,,7.6,0.777,15.0,4.1,,,24.9
235,203382,16,8.8,1.1,0.5,0.0,0.0,0.4,0.583,2.0,0.3,0.1,0.4,2.7
236,76128,10,7.4,1.1,0.5,0.1,0.167,0.7,0.778,0.7,1.4,0.1,0.1,3.0
237,203145,61,4.4,0.7,0.371,0.2,0.294,0.4,0.614,0.4,0.4,0.3,0.1,2.0
238,76129,12,0.0,0.7,0.211,,,0.5,0.667,2.1,0.3,,,1.8
239,203078,56,31.2,5.0,0.41,1.6,0.386,2.2,0.786,3.8,2.4,0.9,0.5,13.9
240,76130,72,13.1,2.5,0.467,,,1.9,0.828,1.9,1.7,,,7.0
241,76131,60,,5.7,0.363,,,3.6,0.762,,3.9,,,14.9
242,2602,2,2.5,0.5,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0
243,1627736,22,7.5,1.5,0.452,0.4,0.321,0.4,0.8,0.8,0.5,0.3,0.0,3.8
244,201563,81,24.8,5.6,0.472,0.4,0.407,2.3,0.772,5.4,1.0,0.5,0.5,13.9
245,76133,80,24.0,3.7,0.439,,,2.8,0.717,8.3,1.1,,,10.2
246,201958,56,12.5,2.8,0.518,0.8,0.409,0.8,0.808,1.4,1.3,0.5,0.2,7.1
247,76134,53,9.1,2.0,0.435,,,0.7,0.818,1.8,0.6,0.3,0.0,4.7
248,1133,5,6.6,0.4,0.25,0.0,0.0,0.2,0.5,1.4,1.0,0.2,0.0,1.0
249,76136,15,28.1,2.6,0.275,,,2.3,0.791,3.3,2.3,,,7.5
250,76137,17,0.0,2.7,0.201,,,0.9,0.533,0.0,0.8,,,6.4
251,76138,50,19.6,2.8,0.397,0.0,0.0,1.0,0.581,4.9,1.1,0.4,0.7,6.7
252,76139,58,,4.6,0.262,,,3.1,0.704,,0.6,,,12.3
253,76140,80,25.7,4.5,0.432,,,2.0,0.764,7.1,1.7,0.7,0.5,11.0
254,76141,4,13.8,1.5,0.273,,,1.0,0.571,4.3,1.0,,,4.0
255,201158,33,7.3,1.1,0.387,0.5,0.39,0.2,0.778,0.4,0.5,0.2,0.0,2.9
256,2294,5,8.3,0.6,0.273,0.0,0.0,0.4,1.0,0.8,0.4,0.0,0.0,1.6
257,76142,1,4.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0
258,1628395,57,14.2,2.0,0.627,0.0,0.0,0.5,0.682,3.6,1.8,0.6,1.0,4.6
259,1952,5,6.0,0.4,0.286,0.2,0.333,0.0,0.0,0.2,0.0,0.2,0.0,1.0
260,2559,6,5.7,0.7,0.222,0.0,0.0,0.5,1.0,0.7,0.7,0.2,0.0,1.8
261,76143,31,14.5,2.3,0.378,,,0.9,0.651,2.8,1.8,,,5.4
262,76144,79,42.3,12.3,0.519,,,6.9,0.644,19.0,2.7,,,31.6
263,1627761,38,9.8,1.2,0.48,0.0,0.056,0.2,0.375,1.6,0.7,0.2,0.1,2.7
264,76145,69,21.7,2.7,0.366,,,2.0,0.668,3.1,1.1,,,7.4
265,76146,39,6.5,0.9,0.372,,,0.4,0.833,1.0,0.6,0.3,0.2,2.2
266,1627733,43,13.3,1.3,0.354,0.7,0.277,0.1,0.364,2.4,0.5,0.2,0.5,3.4
267,1886,24,5.4,1.0,0.329,0.1,0.167,0.7,0.667,0.9,0.1,0.0,0.2,2.7
268,203968,2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
269,104,79,26.4,4.1,0.49,0.0,0.333,2.9,0.746,7.6,1.0,0.8,2.6,11.1
270,1736,31,10.3,1.4,0.376,0.1,0.214,0.9,0.675,1.3,0.3,0.4,0.3,3.8
271,203461,52,12.7,1.5,0.356,0.3,0.245,0.8,0.638,3.0,0.3,0.4,0.2,4.2
272,1120,4,4.5,1.5,0.545,0.0,0.0,0.8,0.75,0.3,0.8,1.0,0.0,3.8
273,712,19,12.1,1.5,0.453,0.0,0.0,1.4,0.643,2.6,0.3,0.6,0.6,4.5
274,76151,67,13.6,1.5,0.344,,,1.7,0.599,3.5,1.0,0.6,0.5,4.7
275,76148,75,11.4,1.5,0.423,0.3,0.325,0.4,0.732,0.8,1.8,0.4,0.0,3.7
276,76152,55,18.0,2.5,0.479,0.0,0.0,1.2,0.667,3.4,1.0,0.4,0.2,6.1
277,128,77,15.1,2.3,0.467,0.0,0.214,1.1,0.81,3.8,0.4,0.2,0.6,5.6
278,202728,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
279,76154,69,18.7,3.2,0.465,,,1.3,0.652,4.3,1.4,1.0,0.8,7.7
280,1627791,3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
281,76155,3,,1.7,0.313,,,0.0,0.0,,0.7,,,3.3
282,76156,6,6.7,0.5,0.273,,,0.3,1.0,1.3,0.2,,,1.3
283,76157,64,22.0,4.0,0.45,1.0,0.406,2.0,0.789,3.1,1.3,0.6,0.3,11.0
284,76158,7,2.7,0.9,0.75,0.0,0.0,0.1,1.0,1.0,0.1,0.3,0.0,1.9
285,202722,67,12.1,1.5,0.44,1.0,0.399,0.4,0.824,1.5,0.7,0.3,0.4,4.5
286,76159,1,1.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0
287,696,59,9.7,1.2,0.423,0.1,0.32,1.3,0.833,0.7,1.6,0.3,0.1,3.7
288,201976,41,17.4,1.9,0.418,0.9,0.375,0.8,0.829,2.7,2.9,0.9,0.5,5.6
289,204021,3,0.9,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7
290,76160,68,23.2,2.9,0.351,,,2.4,0.69,3.3,1.6,,,8.3
291,76161,6,,0.3,0.4,,,0.3,0.5,,0.0,,,1.0
292,76162,55,8.6,1.4,0.38,,,1.3,0.849,1.5,1.2,,,4.2
293,1710,50,35.2,5.2,0.43,0.3,0.203,2.5,0.751,2.7,6.5,1.6,0.1,13.2
294,76163,7,2.6,0.0,0.0,,,0.6,0.667,0.3,0.4,,,0.6
295,2740,30,12.8,1.5,0.577,0.0,0.0,0.6,0.475,3.9,0.4,0.4,0.8,3.6
296,76164,7,5.4,0.7,0.556,,,0.6,0.571,1.3,0.1,,,2.0
297,76165,31,5.3,0.5,0.34,,,0.8,0.727,0.9,0.3,0.1,0.0,1.8
298,1497,51,25.4,3.5,0.39,1.3,0.339,2.9,0.817,2.2,4.3,1.5,0.0,11.1
299,76166,80,34.5,8.3,0.436,,,3.4,0.738,4.5,4.1,,,20.0
300,76167,11,4.6,0.4,0.4,0.0,0.0,0.5,0.6,1.6,0.1,0.2,0.2,1.3
301,203920,42,13.8,1.6,0.54,0.0,0.0,1.0,0.689,4.3,0.8,0.4,0.5,4.2
302,1628444,13,8.8,1.2,0.577,0.2,0.429,0.5,0.462,1.5,0.6,0.2,0.1,3.0
303,76168,11,4.1,1.1,0.375,,,0.1,1.0,1.1,0.4,,,2.3
304,1449,82,36.0,8.5,0.474,0.7,0.406,3.7,0.836,10.4,4.5,1.7,0.6,21.3
305,76170,73,25.7,6.4,0.492,,,3.0,0.697,2.4,2.4,1.0,0.2,15.8
306,76171,56,,3.0,0.325,,,2.3,0.651,,1.6,,,8.3
307,202687,63,23.1,2.0,0.464,0.0,0.0,1.1,0.483,5.8,0.4,0.3,1.8,5.2
308,202357,60,17.9,1.8,0.468,0.8,0.384,0.7,0.727,3.5,1.4,0.4,0.4,5.1
309,76172,48,8.5,0.9,0.468,0.0,0.0,0.8,0.537,1.9,0.4,0.1,0.3,2.6
310,76173,41,0.0,3.8,0.288,,,3.0,0.537,0.0,2.8,,,10.7
311,76174,3,9.3,1.0,0.3,0.0,,0.7,0.25,0.7,0.7,0.3,0.0,2.7
312,204028,25,15.7,1.8,0.542,0.0,0.0,0.6,0.517,5.1,0.3,0.2,0.1,4.2
313,76175,55,14.1,2.0,0.414,,,0.9,0.699,4.1,0.8,,,5.0
314,76176,82,24.1,5.4,0.513,0.0,0.25,2.6,0.768,3.1,1.3,0.6,0.4,13.3
315,76180,27,4.0,0.5,0.333,0.0,0.0,0.2,0.75,0.9,0.3,0.1,0.1,1.3
316,76177,60,9.2,1.5,0.367,0.0,0.0,0.5,0.509,1.6,0.4,0.4,0.1,3.4
317,1806,4,4.8,0.5,0.667,0.0,0.0,0.0,0.0,0.8,1.3,0.3,0.0,1.0
318,76179,10,11.2,1.5,0.366,0.2,0.182,0.5,0.833,0.6,1.8,0.3,0.0,3.7
319,201971,82,18.2,3.4,0.556,0.0,0.0,1.1,0.547,6.4,0.8,0.6,0.5,7.8
320,2581,75,18.5,2.1,0.386,1.0,0.371,0.7,0.821,1.6,2.8,0.8,0.1,5.9
321,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,1628469,19,16.5,2.8,0.371,0.8,0.288,1.6,0.769,1.7,1.1,0.4,0.1,7.9
323,200807,14,11.8,0.6,0.3,0.1,0.2,0.4,1.0,1.1,1.2,0.4,0.0,1.8
324,76182,36,10.1,1.5,0.38,,,0.3,0.529,1.0,1.3,,,3.3
325,76183,38,5.6,0.7,0.426,0.1,0.125,0.3,0.714,0.5,0.7,0.2,0.1,1.7
326,76184,2,6.5,1.5,0.429,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,3.0
327,101154,29,6.1,0.9,0.388,0.1,0.231,0.3,0.833,1.3,0.3,0.2,0.2,2.2
328,302,50,25.3,4.2,0.371,0.4,0.225,1.3,0.778,2.8,4.2,1.6,0.3,10.1
329,202339,81,22.7,2.5,0.424,0.4,0.276,1.2,0.744,2.8,3.6,1.1,0.3,6.7
330,76186,3,,0.3,0.25,,,0.0,0.0,0.7,0.3,,,0.7
331,76187,22,5.4,0.9,0.385,,,1.1,0.706,2.0,0.2,,,2.9
332,76188,14,0.0,3.3,0.272,,,2.6,0.649,0.0,1.0,,,9.2
333,916,67,10.3,1.1,0.437,0.0,0.0,0.7,0.613,2.9,0.8,0.3,0.5,3.0
334,1548,64,17.2,1.6,0.505,0.0,0.0,0.7,0.697,3.6,0.5,0.6,1.2,3.9
335,203505,3,4.9,0.7,0.5,0.0,0.0,0.3,0.2,1.0,0.3,0.0,0.0,1.7
336,76189,49,11.1,2.1,0.459,0.1,0.222,0.4,0.643,0.8,1.4,0.5,0.0,4.6
337,76190,57,,1.4,0.323,,,1.4,0.626,,0.8,,,4.2
338,2800,2,6.0,1.0,0.4,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.0,2.5
339,76191,71,31.7,4.1,0.381,,,1.9,0.704,6.5,2.9,,,10.2
340,76192,80,29.6,4.0,0.383,,,1.8,0.653,11.1,2.2,,,9.8
341,2586,73,24.5,2.5,0.403,0.9,0.358,0.9,0.631,4.3,1.3,0.6,0.1,6.8
342,203992,78,27.9,4.4,0.446,1.7,0.392,1.3,0.84,2.9,3.3,0.9,0.2,11.8
343,202711,78,23.8,3.3,0.453,1.2,0.355,1.1,0.821,2.7,0.9,0.4,0.1,9.0
344,177,79,20.6,2.1,0.39,0.0,0.188,0.7,0.784,1.7,5.1,1.6,0.0,5.0
345,101106,82,28.6,3.9,0.533,0.0,0.0,1.5,0.629,7.0,2.3,0.6,0.8,9.4
346,1564,5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.0,0.4,0.0
347,76195,80,26.1,1.6,0.46,0.0,0.0,0.5,0.488,6.0,0.3,0.4,5.0,3.7
348,76196,20,10.1,1.2,0.407,,,0.4,0.615,1.8,0.6,,,2.8
349,1627762,12,4.4,0.8,0.563,0.1,0.25,0.3,0.5,1.4,0.2,0.1,0.2,1.8
350,76197,3,7.0,0.7,0.4,,,0.0,,0.0,0.0,,,1.3
351,76203,3,3.0,0.7,0.25,,,0.0,,0.7,0.0,,,1.3
352,76198,7,3.0,0.3,0.333,,,0.0,,0.6,0.3,0.1,0.0,0.6
353,1603,74,21.3,3.1,0.402,0.1,0.167,1.7,0.772,2.6,1.6,1.0,0.2,8.0
354,1121,8,5.6,0.8,0.316,0.1,0.167,0.8,0.75,0.8,0.0,0.3,0.1,2.4
355,76201,37,10.0,2.5,0.414,,,2.5,0.821,2.1,0.5,,,7.4
356,41,34,22.1,3.0,0.448,0.0,0.0,1.3,0.579,4.7,1.4,1.1,0.1,7.4
357,2588,82,18.9,3.0,0.533,0.5,0.424,0.7,0.789,3.5,0.6,0.5,0.2,7.2
358,1626164,76,27.7,4.8,0.423,1.3,0.343,2.8,0.84,2.5,2.6,0.6,0.3,13.8
359,511,11,11.9,1.5,0.32,0.3,0.158,0.8,0.818,0.8,1.9,0.5,0.1,4.0
360,202344,65,16.4,2.1,0.549,0.0,0.0,1.0,0.673,3.9,0.5,0.4,0.6,5.3
361,200767,61,11.0,1.6,0.579,0.0,0.0,0.9,0.544,2.9,0.2,0.2,0.3,4.2
362,76204,82,36.8,9.1,0.474,,,4.0,0.844,3.9,4.1,1.5,0.2,22.2
363,1916,11,13.0,1.5,0.348,0.0,0.0,0.9,0.714,2.9,0.6,0.3,1.3,3.8
364,1522,6,2.8,0.3,0.333,0.0,0.0,1.0,1.0,0.7,0.2,0.0,0.0,1.7
365,76206,79,19.9,3.2,0.415,,,2.1,0.672,6.2,1.4,,,8.4
366,2430,81,25.3,4.1,0.536,0.0,0.0,1.8,0.771,7.5,1.3,0.7,0.6,10.0
367,2414,16,16.2,1.4,0.393,0.0,0.0,0.9,0.778,3.4,0.9,0.3,0.9,3.6
368,76207,15,,2.3,0.312,,,1.3,0.69,,0.9,,,5.9
369,1953,17,9.8,1.6,0.444,0.0,0.0,0.4,0.545,2.4,0.6,0.4,0.2,3.6
370,76209,24,,1.1,0.351,,,0.5,0.667,1.0,0.2,,,2.7
371,76210,59,,3.5,0.34,,,3.5,0.764,,1.6,,,10.4
372,2547,75,33.5,4.4,0.459,0.1,0.357,2.7,0.701,7.4,1.0,0.8,1.4,11.5
373,76211,4,12.0,3.0,0.545,,,0.5,0.4,4.0,0.8,0.0,0.0,6.5
374,76212,13,9.6,1.8,0.462,0.0,,0.6,0.615,3.0,0.2,0.3,0.2,4.3
375,76213,35,7.9,1.2,0.441,,,0.4,0.583,2.0,0.5,0.1,0.0,2.7
376,1628449,1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,2257,33,7.4,0.4,0.406,0.0,0.0,0.4,0.52,1.7,0.1,0.1,0.5,1.2
378,76214,62,,3.4,0.373,,,3.9,0.688,,2.2,,,10.6
379,1898,46,9.2,1.1,0.426,0.0,0.0,0.5,0.632,1.8,0.3,0.3,0.2,2.7
380,1477,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
381,1763,52,11.3,0.9,0.393,0.0,0.111,0.7,0.717,2.2,0.4,0.8,0.3,2.5
382,194,18,24.3,4.0,0.5,0.1,0.2,0.6,0.667,3.1,1.6,1.0,0.2,8.6
383,76217,76,29.2,3.9,0.537,0.0,0.0,2.1,0.711,8.6,2.8,0.7,2.7,10.0
384,1085,11,1.8,0.2,1.0,0.0,0.0,0.1,0.5,0.2,0.1,0.1,0.0,0.5
385,76219,9,7.2,0.9,0.381,,,0.7,0.75,3.1,0.2,,,2.4
386,671,8,5.1,1.1,0.391,0.5,0.5,0.3,0.5,1.3,0.4,0.4,0.1,3.0
387,76221,5,8.0,0.6,0.25,,,0.0,,0.4,1.4,0.0,0.0,1.2
388,76222,82,28.7,4.4,0.392,,,1.7,0.68,2.6,3.7,,,10.5
389,76223,6,4.2,1.2,0.538,,,0.8,0.455,0.8,0.3,0.5,0.0,3.2
390,1863,5,10.2,2.0,0.476,0.2,0.2,0.0,0.0,0.8,1.2,0.2,0.0,4.2
391,76224,61,,4.7,0.413,,,3.3,0.775,,2.4,,,12.8
392,76225,69,17.0,3.7,0.43,,,1.9,0.787,2.2,1.1,0.6,0.1,9.3
393,200841,23,8.7,0.5,0.282,0.1,0.154,0.1,0.333,1.0,0.4,0.2,0.1,1.1
394,76226,70,15.0,2.7,0.486,,,1.0,0.664,1.5,1.8,,,6.5
395,202342,3,10.9,1.3,0.25,0.0,0.0,0.0,0.0,1.3,0.3,0.3,0.0,2.7
396,76227,41,8.2,1.1,0.414,,,1.1,0.714,2.0,0.5,,,3.3
397,76228,39,8.5,1.4,0.524,0.0,0.0,0.7,0.604,1.7,0.3,0.3,0.1,3.5
398,76229,43,18.6,3.0,0.428,,,1.0,0.729,2.3,1.3,0.4,0.1,7.0
399,202340,31,5.2,0.7,0.343,0.0,0.0,0.2,0.5,0.5,0.4,0.3,0.0,1.7
400,76233,45,19.4,3.2,0.416,,,1.7,0.731,2.5,3.0,,,8.0
401,76230,51,6.6,1.1,0.451,0.0,0.0,0.8,0.677,0.7,0.4,0.3,0.1,3.0
402,76231,82,24.7,3.4,0.452,0.0,0.4,1.7,0.782,2.7,3.1,2.6,0.6,8.4
403,76232,46,,0.8,0.269,,,0.3,0.395,,0.8,,,1.9
404,2214,26,4.5,0.5,0.52,0.0,0.0,0.2,0.5,0.9,0.1,0.0,0.2,1.2
405,762,49,28.3,4.1,0.409,0.0,0.0,2.1,0.607,6.2,2.0,0.9,3.0,10.3
406,1628396,9,3.2,0.3,0.273,0.0,0.0,0.2,1.0,1.2,0.1,0.0,0.0,0.9
407,1361,36,6.9,0.7,0.431,0.0,0.0,0.3,0.692,1.9,0.2,0.1,0.1,1.6
408,66,53,7.0,1.0,0.45,0.0,0.0,0.4,0.561,1.5,0.2,0.3,0.2,2.5
409,1765,11,11.8,1.2,0.464,0.0,0.0,0.7,0.667,3.1,0.5,0.4,0.2,3.1
410,1920,8,7.6,0.5,0.19,0.0,0.0,0.0,0.0,2.8,0.0,0.1,0.0,1.0
411,76237,32,6.8,1.5,0.5,0.0,0.0,1.3,0.778,1.7,0.5,0.5,0.1,4.3
412,1882,81,37.0,7.8,0.482,0.0,0.0,4.5,0.685,10.0,1.9,0.8,1.6,20.1
413,210,82,19.6,3.1,0.419,0.0,0.043,1.2,0.806,2.0,3.9,1.0,0.3,7.4
414,76238,59,,4.0,0.326,,,4.2,0.69,,3.5,,,12.1
415,76239,10,17.6,2.1,0.404,0.0,,1.1,0.917,3.3,0.6,0.5,0.4,5.3
416,76240,5,2.8,0.2,0.167,,,0.6,0.75,1.8,0.2,,,1.0
417,76241,20,12.4,1.3,0.266,,,1.4,0.794,1.2,1.1,,,3.9
418,76242,80,11.7,2.0,0.403,,,0.7,0.824,1.4,1.5,0.5,0.1,4.7
419,76243,47,,5.9,0.323,,,2.5,0.65,,1.3,,,14.3
420,160,42,8.1,1.1,0.372,0.1,0.24,0.8,0.653,0.8,0.4,0.3,0.1,3.0
421,2452,64,23.5,2.7,0.369,1.6,0.353,1.3,0.766,2.3,2.6,0.6,0.0,8.3
422,76245,16,8.5,0.8,0.302,,,0.9,0.56,1.9,0.4,,,2.5
423,76246,11,4.7,0.5,0.455,,,0.0,,0.5,0.2,,,0.9
424,76247,57,8.3,1.2,0.384,0.0,0.0,0.6,0.696,1.9,0.3,0.2,0.7,2.9
425,201147,79,22.8,2.3,0.374,0.1,0.194,1.1,0.8,3.7,1.4,1.0,0.3,5.8
426,2249,13,3.2,0.2,0.4,0.0,0.0,0.0,0.0,0.6,0.7,0.2,0.0,0.3
427,76248,82,22.7,2.6,0.383,,,1.0,0.65,6.4,1.8,0.6,0.4,6.1
428,76249,81,30.3,5.4,0.494,,,2.6,0.82,2.8,2.0,1.3,1.0,13.3
429,200758,56,12.1,1.8,0.528,0.0,0.0,1.0,0.675,1.3,0.4,0.7,0.1,4.6
430,2056,22,7.3,0.6,0.483,0.0,0.0,0.7,0.6,1.3,0.3,0.0,0.3,2.0
431,76250,64,,5.8,0.318,,,6.3,0.824,,3.0,,,17.8
432,783,78,14.3,1.9,0.492,0.0,0.0,1.1,0.669,3.3,1.3,0.4,0.2,4.9
433,76252,81,20.3,3.5,0.439,,,1.6,0.795,3.6,1.9,0.6,0.3,8.6
