,PLAYER_ID,GP,MIN,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,REB,AST,STL,BLK,PTS
85,1629020,1,3.9,0.0,0.0,0.0,0.0,1.0,0.5,3.0,1.0,1.0,0.0,1.0
86,1629021,17,6.7,1.2,0.377,0.5,0.346,0.5,0.643,1.6,0.4,0.2,0.2,3.4
87,1629022,3,8.3,1.3,0.4,0.7,0.5,0.0,0.0,2.0,0.3,0.3,0.3,3.3
88,202954,22,8.7,1.2,0.426,0.6,0.519,0.6,0.929,1.0,1.5,0.4,0.0,3.6
89,1627395,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1629139,8,6.5,0.6,0.333,0.1,0.2,0.4,0.5,1.3,0.4,0.1,0.1,1.8
91,1629118,9,3.6,0.6,0.5,0.3,0.429,0.1,0.5,0.4,0.4,0.0,0.0,1.6
92,1629140,7,12.8,1.6,0.55,0.0,0.0,0.1,0.2,3.0,0.6,0.1,0.6,3.3
93,1629026,14,6.5,0.6,0.348,0.1,0.167,0.1,1.0,1.1,0.2,0.1,0.0,1.4
94,1629057,22,9.0,1.3,0.757,0.0,0.0,0.3,0.6,2.5,0.2,0.3,1.5,2.8
95,1629027,49,29.9,5.7,0.406,1.5,0.29,3.4,0.807,3.2,7.3,0.9,0.2,16.4
